id,path
BIO:FA-TIDE-LIZARD-001,canon/entities/biota/boru_boru.md
BIO:FA-MANGROVE-EEL-001,canon/entities/biota/mudsnake.md
BIO:FA-CRAB-001,canon/entities/biota/pack_crab.md
BIO:FL-PHOTIC-MOSS-001,canon/entities/biota/photic_moss.md
BIO:FA-WATERFOWL-ROOF-001,canon/entities/biota/roof_goose.md
BIO:FA-GLIDE-RODENT-001,canon/entities/biota/sailback.md
BIO:FA-DUET-SONGBIRD-001,canon/entities/biota/sapir_karodot.md
BIO:FL-SKINGRASS-001,canon/entities/biota/skin_grass.md
BIO:FL-GRASS-001,canon/entities/biota/spit_grass.md
BIO:FL-TUBE-BAMBOO-001,canon/entities/biota/tubular_bamboo.md
BIO:FL-VINE-PALM-001,canon/entities/biota/vine_palm.md
CTP:BAT-001,canon/entities/co_types/bat.md
CTP:FOX-001,canon/entities/co_types/fox.md
CTP:INDEX,canon/entities/co_types/index.md
CTP:OTT-001,canon/entities/co_types/otter.md
FAC:ARC-001,canon/entities/factions/archive_collegium.md
FAC:BTC-001,canon/entities/factions/bay_triune_compact.md
FAC:BEAT-005,canon/entities/factions/beats/house_fifth_beat.md
FAC:BEAT-001,canon/entities/factions/beats/house_first_beat.md
FAC:BEAT-004,canon/entities/factions/beats/house_fourth_beat.md
FAC:BEAT-002,canon/entities/factions/beats/house_second_beat.md
FAC:BEAT-006,canon/entities/factions/beats/house_sixth_beat.md
FAC:BEAT-003,canon/entities/factions/beats/house_third_beat.md
FAC:CEN-001,canon/entities/factions/censors_bench.md
FAC:UPL-001,canon/entities/factions/confed_high_passes.md
FAC:CIN-001,canon/entities/factions/convoy_insurance_office.md
FAC:COC-001,canon/entities/factions/council_of_captains.md
FAC:DBW-001,canon/entities/factions/dredge_and_bar_works.md
FAC:CHA-001,canon/entities/factions/grain_chancery.md
FAC:COMP-001,canon/entities/factions/guild_of_compositories.md
FAC:HBW-001,canon/entities/factions/harbor_watches.md
FAC:KOS-001,canon/entities/factions/keeper_of_oboe_seal.md
FAC:IMW-001,canon/entities/factions/office_imperial_works.md
FAC:PDO-001,canon/entities/factions/public_debt_office.md
FAC:SYN-001,canon/entities/factions/synod_of_beats.md
PERS:KLL-001,canon/entities/people/chenara_the_binder.md
PERS:CAD-007,canon/entities/people/erel_zambrani_keeper.md
PERS:ESH-001,canon/entities/people/eshoron_ir.md
PERS:CAD-001,canon/entities/people/iarin_zambrani.md
PERS:IKK-001,canon/entities/people/ikkar_mend.md
PERS:CAD-003,canon/entities/people/kelim_ar_chancellor.md
PERS:KAR-001,canon/entities/people/kelim_ar_of_sar_north.md
PERS:MRK-001,canon/entities/people/marak_kllrian.md
PERS:CAD-002,canon/entities/people/maren_kllrian.md
PERS:MAR-001,canon/entities/people/marr_the_skin_grass.md
PERS:NAT-001,canon/entities/people/nasha_of_tau_hi.md
PERS:CAD-005,canon/entities/people/nasha_tau_hi_broker.md
PERS:NAS-001,canon/entities/people/nasir_of_salt_steps.md
PERS:PUL-001,canon/entities/people/neris_zambrani.md
PERS:NEPHEW-TBD,canon/entities/people/nerise_ward_placeholder.md
PERS:CAD-006,canon/entities/people/ordan_bel_builder.md
PERS:PUM-003,canon/entities/people/pumyaaton.md
PERS:SEL-001,canon/entities/people/seli_fifth_stone.md
PERS:SEV-REP-001,canon/entities/people/seven_fingers_captain.md
PERS:TAM-001,canon/entities/people/tammis_ardan.md
PERS:CAD-004,canon/entities/people/teyu_ir_curator.md
PERS:TGY-001,canon/entities/people/teyu_the_grey.md
PERS:THA-001,canon/entities/people/thalen_of_tau_hi.md
PERS:THE-001,canon/entities/people/thedos_zambrani.md
PERS:ZAM-001,canon/entities/people/zambran.md
LOC:KOI-001,canon/entities/places/coi_hi.md
LOC:KRM-001,canon/entities/places/krum_primary_site.md
LOC:ORD-001,canon/entities/places/ord_city.md
LOC:REED-001,canon/entities/places/reed_camp_district.md
LOC:SEV-001,canon/entities/places/seven_fingers.md
LOC:TAU-HI,canon/entities/places/tau_hi.md
LOC:WUR-001,canon/entities/places/wurran.md
REG:BRI-001,canon/entities/regions/bright_sea.md
REG:KAH-UP,canon/entities/regions/kaheet_uplands.md
REG:KLR-ARC,canon/entities/regions/kllrian_arc.md
REG:ORD-BAY,canon/entities/regions/ord_bay.md
REG:ORD-MARSH,canon/entities/regions/ord_iron_marsh.md
REG:ORD-STEPPE,canon/entities/regions/ord_leeward_steppe.md
REG:ORD-NORTH,canon/entities/regions/ord_north_shelf.md
REG:ORD-SOUTH,canon/entities/regions/ord_south_riverine_belt.md
REG:ORD-WEST,canon/entities/regions/ord_west.md
REG:SAR-LIT,canon/entities/regions/sar_littoral_belt.md
REG:SAR-NORTH,canon/entities/regions/sar_north.md
REG:WID-LEE,canon/entities/regions/widiwidi_lee_arcs.md
ERA-00,canon/eras/00_preord_krum.md
ERA-01,canon/eras/01_early_ord_300_700.md
ERA-02,canon/eras/02_zambranic_700_800.md
ERA-03,canon/eras/03_marrite_747_783.md
ERA-04,canon/eras/04_pax_ordica_790_860.md
ERA-05,canon/eras/05_golden_cadence_apex_860_1050.md
ERA:07-MID-CADENCE,canon/eras/06_middle_cadence_disjunction_1050_1200.md
ERA-11,canon/eras/ERAS_EXAMPLE_FORMAT.md
NOTE:CHANGELOG,canon/notes/changelog.md
DOC:PEACE-PROGRAM-1796,canon/notes/diegetic/DIEGETIC_EXAMPLE_FORMAT.md
DOC:AAR-PINE-PASS-1057,canon/notes/diegetic/aar_pine_pass_shelf_1057.md
DOC:KIDS-SKY-1792,canon/notes/diegetic/book_childrens_sky.md
DOC:MANUMISSION-771-ORD,canon/notes/diegetic/extract_manumission.md
DOC:IWTA-EP7-BOM-0518,canon/notes/diegetic/interview_with_the_ancestors_ep7_battle_of_mistakes.md
DOC:KRUM-PAMPHLET-1783,canon/notes/diegetic/pamphlet_cuzhar_krum.md
DOC:PILOT-ERRATA-1203,canon/notes/diegetic/pilot_errata_leaf_annotated_1203.md
DOC:RCR-0762,canon/notes/diegetic/report_reed_camp_rising.md
DOC:WATCH-CIRC-1198,canon/notes/diegetic/watch_circular_blue_papers_1198.md
DOC:ZAM-ERA-EXTRACTS-700,canon/notes/diegetic/zambran_era_extracts.md
ROLL:HM-GC-860-1050,canon/notes/rolls/high_masters_golden_cadence.md
NOTE:THEMES-001,canon/notes/scratchpad/world_themes.md
SNAP:DECLINE-MECH-1050,canon/notes/snapshots/decline_mechanics_c1050_1120.md
SNAP:PEAK-950,canon/notes/snapshots/empire_at_its_peak_c950.md
SNAP:NO-EMPIRE-1200,canon/notes/snapshots/empire_no_more_c1200.md
SNAP:SNAP-1100,canon/notes/snapshots/empire_snapped_c1100.md
SNAP:WORLD-0,canon/notes/snapshots/known_world_c0.md
SNAP:WORLD-1200,canon/notes/snapshots/known_world_c1200.md
SNAP:WORLD-950,canon/notes/snapshots/known_world_c950.md
SNAP:LEX-0,canon/notes/snapshots/lexicon_drift_c0.md
SNAP:LEXICON-1200,canon/notes/snapshots/lexicon_drift_c1200.md
SNAP:LEXICON-950,canon/notes/snapshots/lexicon_drift_c950.md
SNAP:MIL-1120,canon/notes/snapshots/mil_response_second_hammer_1120.md
SNAP:PRE-EMP-0,canon/notes/snapshots/pre_empire_c0.md
SNAP:VISUAL-0,canon/notes/snapshots/visual_life_c0.md
SNAP:VISUAL-1200,canon/notes/snapshots/visual_life_c1200.md
SNAP:VISUAL-950,canon/notes/snapshots/visual_life_c950.md
SYS:AGRO-DIET,canon/systems/agriculture_diet.md
ANTH:ORIGINS-001,canon/systems/antropology/human_origins_migrations.md
ANTH:PHEN-001,canon/systems/antropology/human_phenotypes.md
ANTH:MIG-WID-001,canon/systems/antropology/widiwidi_peopling.md
CLIM:BRIGHT-SEA,canon/systems/climate/bright_sea_climate.md
COS:BEA-001,canon/systems/cosmos/bean.md
COS:BEL-001,canon/systems/cosmos/belts.md
COS:INDEX-001,canon/systems/cosmos/index.md
COS:KAR-001,canon/systems/cosmos/karodot.md
COS:HEX-001,canon/systems/cosmos/moon_hex.md
COS:OBE-001,canon/systems/cosmos/oboe.md
COS:SYS-001,canon/systems/cosmos/overview.md
COS:ZE-001,canon/systems/cosmos/ze.md
SYS:CULT-GAMES,canon/systems/culture/games_and_festivals_c950.md
SYS:ECON-CUR,canon/systems/economy/currency_finance_c1800.md
ECON:FOOD-LOG-1803,canon/systems/economy/food_logistics_c1800.md
ECON:SUPPLY-001,canon/systems/economy/global_supply_links.md
ECON:TAX-0-1200,canon/systems/economy/taxation_finance_c0_1200.md
ENE:GRID-1803,canon/systems/energy/power_grid_c1800.md
GEO:CADENCE-EXPANSION,canon/systems/geography/expansion_routes_cadence_c860_1050.md
GOV:EMPTY-SEAT,canon/systems/governance/empty_seat_c790_860.md
SYS:GOV-LAW,canon/systems/governance/law_admin.md
GOV:POL-ECO,canon/systems/governance/political_ecology_bright_sea.md
GOV:SYMB-OFF,canon/systems/governance/symbols_of_office_c700_1200.md
HEALTH:SYSTEMS-1803,canon/systems/health/healthcare_landscape_c1800.md
HEALTH:PUB-001,canon/systems/health/public_health_c1800.md
IND:LAYOUT-1803,canon/systems/industry/locations_layout_c1800.md
INFRA:COAST-STORM-1803,canon/systems/infrastructure/coastal_storms_resilience_c1800.md
INFRA:PUB-001,canon/systems/infrastructure/public_works_c700_1200.md
INFRA:WASTE-1803,canon/systems/infrastructure/waste_management_c1800.md
INFRA:WATER-001,canon/systems/infrastructure/water_and_sewer_c1800.md
SYS:LAB-STATUS,canon/systems/labor/coercion_and_status_c300_1000.md
SYS:LAB-PENAL,canon/systems/labor/penal_transportation_c300_1050.md
SYS:LAB-SLAVERY,canon/systems/labor/slavery_in_ord_sar.md
LING:SYS-001,canon/systems/language/linguistic_guide_for_ord_sar.md
LING:NAMES-001,canon/systems/language/names_and_onomastics_for_ord_sar.md
LANG:SUFFIXES,canon/systems/language/onomastic_suffixes.md
LAW:MARRIAGE-001,canon/systems/law/marriage_and_vows_c700_1200.md
SEC:MUSTER-001,canon/systems/law/muster_and_retainer_law_c700_1200.md
SYS:MET-CAL,canon/systems/metrology/calendar_base6.md
MET:IDX-001,canon/systems/metrology/index.md
GEO:BIOMES-SEA-001,canon/systems/planetology/biomes_oceans.md
GEO:CLIMATE-001,canon/systems/planetology/climatology_zones.md
GEO:TEK-001,canon/systems/planetology/geology.md
GEO:TECTONICS-001,canon/systems/planetology/geology_tectonics.md
GEO:WAT-001,canon/systems/planetology/hydrology.md
GEO:SYS-001,canon/systems/planetology/point.md
REL:GDR-001,canon/systems/religions/good_old_rhythm.md
SEC:MARQUE-001,canon/systems/security/letters_of_marque_c1050_1200.md
SEC:NAV-001,canon/systems/security/piracy_and_navies_c1800.md
SYS:GOV-EMPTY-SEAT   # stable ID; overlays reuse base ID or add -09 suffix if needed,canon/systems/systems_examples_format.md
TECH:ARM-000,canon/systems/tech/arms_armor_c700.md
TECH:POWDER-HIST-1100-1400,canon/systems/tech/black_powder_history_c1100_1400.md
TECH:TV-COLOR-STD,canon/systems/tech/broadcast_color_standard_c1770_1810.md
TECH:CLO-000,canon/systems/tech/clothing_and_textiles_c1800.md
TECH:ARTY-EARLY-1200-1350,canon/systems/tech/early_artillery_c1200_1350.md
TECH:RAIN-GEAR-1803,canon/systems/tech/rain_gear_umbrellas_c1800.md
TECH:PRESS-001,canon/systems/tech/seven_frame_chancery_press_c1050.md
TECH:PRINT-001,canon/systems/tech/writing_and_printing_c700_1200.md
TECH:POWDER-BASE-1180-1300,canon/systems/transport/black_powder_baseline_c1180_1300.md
TRANS:NAV-001,canon/systems/transport/navigation_currents.md
TRANS:HULLS-OCEAN-1180-1300,canon/systems/transport/ocean_ranging_hulls_c1180_1300.md
TRANS:FLOOD-MODES-1803,canon/systems/transport/resilient_transit_flood_cities_c1800.md
TRANS:ROAD-1803,canon/systems/transport/road_surfaces_c1800.md
TRANS:SHIPS-001,canon/systems/transport/ships_galleys.md
TRANS:IDX-001,canon/systems/transport/transport_index_c1800.md
TRANS:URBAN-VEHICLES-1803,canon/systems/transport/urban_vehicles_logistics_c1800.md
URB:ARCH-COAST-1803,canon/systems/urbanism/architecture_coastal_patterns_c1800.md
URB:FORM-001,canon/systems/urbanism/building_heights_density_c1800.md
WEL:PENSIONS-1803,canon/systems/welfare/pensions_mutual_aid.md
